"TID","NOTRANS","TGLORDER","TGLTRANS","TGLESTIMASI","KODE","JENIS","KODEKARYAWAN","KODESALES","KODEPELANGGAN","KODEPEMASOK","CATATAN","JMLTRANS","DISKONPERSEN","DISKONNILAI","BIAYA","TOTALNILAIBELI","TOTALTRANS","JMLBAYAR","SISA","CARABAYAR","KARTU","NOREFKARTU","STATUS","NOREF","POSTED","JNSSTOK","BAYARLAIN1","BAYARLAIN2","KETBAYARLAIN1","KETBAYARLAIN2","TAHUN","BULAN","TGLJTHTEMPO","TGLUPLOAD","TGLUPDATE","JAMUPLOAD","JAMUPDATE","DP"
1110,TJ2512-00029,,2025-12-12,,TJ,Sales,E002,"",C2512005,,"",181440.0,0.00,0.0,0.0,122451.0,181440.0,181440.0,0.0,Tunai,,,4,SO2512-00043,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1111,SO2512-00046,2025-12-12,,2025-12-12,SO,Sales Order,E002,"",C2507018,,"",345000.0,0.00,0.0,0.0,0.0,345000.0,0.0,-345000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1112,TJ2512-00030,,2025-12-12,,TJ,Sales,E002,"",C2507019,,"",80000.0,0.00,0.0,0.0,11900.0,80000.0,80000.0,0.0,Tunai,,,4,SO2512-00039,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1113,TJ2512-00031,,2025-12-12,,TJ,Sales,E002,"",C2512008,,"",200000.0,0.00,0.0,0.0,31000.0,200000.0,200000.0,0.0,Tunai,,,4,SO2512-00036,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1114,TJ2512-00032,,2025-12-12,,TJ,Sales,E002,"",C2509001,,"",55000.0,0.00,0.0,0.0,0.0,55000.0,55000.0,0.0,Tunai,,,4,SO2511-00052,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1115,TJ2512-00033,,2025-12-12,,TJ,Sales,E002,"",C2509001,,"",178620.0,0.00,0.0,0.0,0.0,178620.0,178620.0,0.0,Tunai,,,4,SO2511-00057,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1116,TJ2512-00034,,2025-12-12,,TJ,Sales,E002,"",C2509001,,"",276000.0,0.00,0.0,0.0,130900.0,276000.0,276000.0,0.0,Tunai,,,4,SO2511-00060,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1117,TJ2512-00035,,2025-12-12,,TJ,Sales,E002,"",C2509001,,"",375440.0,0.00,0.0,0.0,0.0,375440.0,375440.0,0.0,Tunai,,,4,SO2511-00067,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1118,TJ2512-00036,,2025-12-12,,TJ,Sales,E002,"",C2509001,,"",129168.0,0.00,0.0,0.0,0.0,129168.0,129168.0,0.0,Tunai,,,4,SO2511-00075,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1119,TJ2512-00037,,2025-12-12,,TJ,Sales,E002,"",C2509001,,"",64000.0,0.00,0.0,0.0,47600.0,64000.0,64000.0,0.0,Tunai,,,4,SO2512-00004,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1120,TJ2512-00038,,2025-12-12,,TJ,Sales,E002,"",C2509001,,"",2274044.0,0.00,0.0,0.0,136202.5,2274044.0,2274044.0,0.0,Tunai,,,4,SO2512-00012,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1121,TJ2512-00039,,2025-12-12,,TJ,Sales,E002,"",C2507018,,"",227640.0,0.00,0.0,0.0,169694.0,227640.0,227640.0,0.0,Tunai,,,4,SO2512-00031,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1122,TJ2512-00040,,2025-12-12,,TJ,Sales,E002,"",C2507018,,"",199640.0,0.00,0.0,0.0,169694.0,199640.0,199640.0,0.0,Tunai,,,4,SO2512-00040,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1123,TJ2512-00041,,2025-12-12,,TJ,Sales,E002,"",C2507018,,"",345000.0,0.00,0.0,0.0,0.0,345000.0,345000.0,0.0,Tunai,,,4,SO2512-00046,0,Keluar,0.0,0.0,,,"2025","12",2025-12-12,,,,,0.0
1124,SO2512-00047,2025-12-12,,2025-12-12,SO,Sales Order,E002,"",C2507015,,"",244000.0,0.00,0.0,0.0,0.0,244000.0,0.0,-244000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1125,SO2512-00048,2025-12-12,,2025-12-12,SO,Sales Order,E002,"",C2509003,,"",450000.0,0.00,0.0,0.0,0.0,450000.0,0.0,-450000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1126,SO2512-00049,2025-12-13,,2025-12-13,SO,Sales Order,E002,"",C2510001,,"",400000.0,0.00,0.0,0.0,0.0,400000.0,0.0,-400000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1127,SO2512-00050,2025-12-13,,2025-12-13,SO,Sales Order,E002,"",C2510001,,"",400000.0,0.00,0.0,0.0,0.0,400000.0,0.0,-400000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1128,SO2512-00051,2025-12-13,,2025-12-13,SO,Sales Order,E002,"",C2512008,,"",1170000.0,0.00,0.0,0.0,0.0,1170000.0,0.0,-1170000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1130,TJ2512-00042,,2025-12-13,,TJ,Sales,E002,"",C2510001,,"",400000.0,0.00,0.0,0.0,297500.0,400000.0,400000.0,0.0,Tunai,,,4,SO2512-00049,0,Keluar,0.0,0.0,,,"2025","12",2025-12-13,,,,,0.0
1131,TJ2512-00043,,2025-12-13,,TJ,Sales,E002,"",C2512008,,"",1170000.0,0.00,0.0,0.0,0.0,1170000.0,1170000.0,0.0,Tunai,,,4,SO2512-00051,0,Keluar,0.0,0.0,,,"2025","12",2025-12-13,,,,,0.0
1132,SO2512-00052,2025-12-13,,2025-12-13,SO,Sales Order,E002,"",C2512005,,"",264000.0,0.00,0.0,0.0,0.0,264000.0,0.0,-264000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1133,SO2512-00053,2025-12-13,,2025-12-13,SO,Sales Order,E002,"",C2507015,,"",72000.0,0.00,0.0,0.0,0.0,72000.0,0.0,-72000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1134,TJ2512-00044,,2025-12-15,,TJ,Sales,E002,"",C2510001,,"",400000.0,0.00,0.0,0.0,72000.0,400000.0,400000.0,0.0,Tunai,,,4,SO2512-00050,0,Keluar,0.0,0.0,,,"2025","12",2025-12-15,,,,,0.0
1135,SO2512-00054,2025-12-15,,2025-12-15,SO,Sales Order,E002,"",C2512009,,"",66000.0,0.00,0.0,0.0,0.0,66000.0,0.0,-66000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1136,TJ2512-00045,,2025-12-15,,TJ,Sales,E002,"",C2512009,,"",66000.0,0.00,0.0,0.0,0.0,66000.0,66000.0,0.0,Tunai,,,4,SO2512-00054,0,Keluar,0.0,0.0,,,"2025","12",2025-12-15,,,,,0.0
1137,TJ2512-00046,,2025-12-15,,TJ,Sales,E002,"",C2512005,,"",264000.0,0.00,0.0,0.0,33000.0,264000.0,264000.0,0.0,Tunai,,,4,SO2512-00052,0,Keluar,0.0,0.0,,,"2025","12",2025-12-15,,,,,0.0
1138,SO2512-00055,2025-12-15,,2025-12-15,SO,Sales Order,E002,"",C2510011,,"",50240.0,0.00,0.0,0.0,0.0,50240.0,0.0,-50240.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1139,SO2512-00056,2025-12-15,,2025-12-15,SO,Sales Order,E002,"",C2512005,,"",286000.0,0.00,0.0,0.0,0.0,286000.0,0.0,-286000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1140,SO2512-00057,2025-12-15,,2025-12-15,SO,Sales Order,E002,"",C2507015,,"",245280.0,0.00,0.0,0.0,0.0,245280.0,0.0,-245280.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1141,SO2512-00058,2025-12-16,,2025-12-16,SO,Sales Order,E002,"",C2507018,,"",132000.0,0.00,0.0,0.0,0.0,132000.0,0.0,-132000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1142,SO2512-00059,2025-12-16,,2025-12-16,SO,Sales Order,E002,"",C2510001,,"",96000.0,0.00,0.0,0.0,0.0,96000.0,0.0,-96000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1143,SO2512-00060,2025-12-16,,2025-12-16,SO,Sales Order,E002,"",C2508005,,"",75000.0,0.00,0.0,0.0,0.0,75000.0,0.0,-75000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1144,TJ2512-00047,,2025-12-16,,TJ,Sales,E002,"",C2508005,,"",75000.0,0.00,0.0,0.0,0.0,75000.0,75000.0,0.0,Tunai,,,4,SO2512-00060,0,Keluar,0.0,0.0,,,"2025","12",2025-12-16,,,,,0.0
1145,SO2512-00061,2025-12-16,,2025-12-16,SO,Sales Order,E002,"",C2508021,,"",110000.0,0.00,0.0,0.0,0.0,110000.0,0.0,-110000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1146,TJ2512-00048,,2025-12-16,,TJ,Sales,E002,"",C2510001,,"",96000.0,0.00,0.0,0.0,71400.0,96000.0,96000.0,0.0,Tunai,,,4,SO2512-00059,0,Keluar,0.0,0.0,,,"2025","12",2025-12-16,,,,,0.0
1147,TJ2512-00049,,2025-12-16,,TJ,Sales,E002,"",C2507017,,"",32000.0,0.00,0.0,0.0,23800.0,32000.0,32000.0,0.0,Tunai,,,4,SO2511-00047,0,Keluar,0.0,0.0,,,"2025","12",2025-12-16,,,,,0.0
1148,TJ2512-00050,,2025-12-16,,TJ,Sales,E002,"",C2507017,,"",110080.0,0.00,0.0,0.0,73304.0,110080.0,110080.0,0.0,Tunai,,,4,SO2512-00026,0,Keluar,0.0,0.0,,,"2025","12",2025-12-16,,,,,0.0
1149,SO2512-00062,2025-12-16,,2025-12-16,SO,Sales Order,E002,"",C2507015,,"",96000.0,0.00,0.0,0.0,0.0,96000.0,0.0,-96000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1150,SO2512-00063,2025-12-16,,2025-12-16,SO,Sales Order,E002,"",C2509001,,"",615000.0,0.00,0.0,0.0,0.0,615000.0,0.0,-615000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1151,TJ2512-00051,,2025-12-16,,TJ,Sales,E002,"",C2508021,,"",110000.0,0.00,0.0,0.0,25000.0,110000.0,110000.0,0.0,Tunai,,,4,SO2512-00061,0,Keluar,0.0,0.0,,,"2025","12",2025-12-16,,,,,0.0
1152,SO2512-00064,2025-12-17,,2025-12-17,SO,Sales Order,E002,"",C2509003,,"",354819.5,0.00,0.0,0.0,0.0,354819.5,0.0,-354819.5,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1153,TJ2512-00052,,2025-12-17,,TJ,Sales,E002,"",C2507018,,"",37776000,0.00,0.0,0.0,0.0,37776000,37776000,0.0,Tunai,,,4,SO2512-00033,0,Keluar,0.0,0.0,,,"2025","12",2026-01-16,,,,,0.0
1154,TJ2512-00053,,2025-12-17,,TJ,Sales,E002,"",C2507018,,"",132000.0,0.00,0.0,0.0,0.0,132000.0,132000.0,0.0,Tunai,,,4,SO2512-00058,0,Keluar,0.0,0.0,,,"2025","12",2025-12-17,,,,,0.0
1155,TJ2512-00054,,2025-12-17,,TJ,Sales,E002,"",C2512005,,"",286000.0,0.00,0.0,0.0,11900.0,286000.0,286000.0,0.0,Tunai,,,4,SO2512-00056,0,Keluar,0.0,0.0,,,"2025","12",2025-12-17,,,,,0.0
1156,SO2512-00065,2025-12-17,,2025-12-17,SO,Sales Order,E002,"",C2507017,,"",16000.0,0.00,0.0,0.0,0.0,16000.0,0.0,-16000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1157,SO2512-00066,2025-12-17,,2025-12-17,SO,Sales Order,E002,"",C2507015,,"",275000.0,0.00,0.0,0.0,0.0,275000.0,0.0,-275000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1158,SO2512-00067,2025-12-18,,2025-12-18,SO,Sales Order,E002,"",C2509010,,"",116920.0,0.00,0.0,0.0,0.0,116920.0,0.0,-116920.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1159,SO2512-00068,2025-12-18,,2025-12-18,SO,Sales Order,E002,"",C2512005,,"",242000.0,0.00,0.0,0.0,0.0,242000.0,0.0,-242000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1160,TJ2512-00055,,2025-12-18,,TJ,Sales,E002,"",C2509010,,"",116920.0,0.00,0.0,0.0,86959.25,116920.0,116920.0,0.0,Tunai,,,4,SO2512-00067,0,Keluar,0.0,0.0,,,"2025","12",2025-12-18,,,,,0.0
1161,SO2512-00069,2025-12-18,,2025-12-18,SO,Sales Order,E002,"",C2512010,,"",56000.0,0.00,0.0,0.0,0.0,56000.0,0.0,-56000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1162,SO2512-00070,2025-12-18,,2025-12-18,SO,Sales Order,E002,"",C2510001,,"",64000.0,0.00,0.0,0.0,0.0,64000.0,0.0,-64000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1163,SO2512-00071,2025-12-18,,2025-12-18,SO,Sales Order,E002,"",C2512008,,"",13552300,0.00,0.0,0.0,0.0,13552300,0.0,-8552300.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,5000000.0
1164,TJ2512-00056,,2025-12-18,,TJ,Sales,E002,"",C2512010,,"",56000.0,0.00,0.0,0.0,41650.0,56000.0,56000.0,0.0,Tunai,,,4,SO2512-00069,0,Keluar,0.0,0.0,,,"2025","12",2025-12-18,,,,,0.0
1165,TJ2512-00057,,2025-12-18,,TJ,Sales,E002,"",C2510001,,"",64000.0,0.00,0.0,0.0,47600.0,64000.0,64000.0,0.0,Tunai,,,4,SO2512-00070,0,Keluar,0.0,0.0,,,"2025","12",2025-12-18,,,,,0.0
1166,SO2512-00072,2025-12-18,,2025-12-18,SO,Sales Order,E002,"",C2508013,,"",288000.0,0.00,0.0,0.0,0.0,288000.0,0.0,-288000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1167,SO2512-00073,2025-12-18,,2025-12-18,SO,Sales Order,E002,"",C2509001,,"",206700.0,0.00,0.0,0.0,0.0,206700.0,0.0,-206700.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1169,SO2512-00075,2025-12-19,,2025-12-19,SO,Sales Order,E002,"",C2507015,,"",3233440.0,0.00,0.0,0.0,0.0,3233440.0,0.0,-3233440.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1170,TJ2512-00058,,2025-12-19,,TJ,Sales,E002,"",C2507018,,"",70000.0,0.00,0.0,0.0,59500.0,70000.0,70000.0,0.0,Tunai,,,4,SO2512-00074,0,Keluar,0.0,0.0,,,"2025","12",2025-12-19,,,,,0.0
1171,SO2512-00076,2025-12-19,,2025-12-19,SO,Sales Order,E002,"",C2512005,,"",150000.0,0.00,0.0,0.0,0.0,150000.0,0.0,-150000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1172,TJ2512-00059,,2025-12-19,,TJ,Sales,E002,"",C2512005,,"",242000.0,0.00,0.0,0.0,33000.0,242000.0,242000.0,0.0,Tunai,,,4,SO2512-00068,0,Keluar,0.0,0.0,,,"2025","12",2025-12-19,,,,,0.0
1173,TJ2512-00060,,2025-12-19,,TJ,Sales,E002,"",C2512005,,"",150000.0,0.00,0.0,0.0,0.0,150000.0,150000.0,0.0,Tunai,,,4,SO2512-00076,0,Keluar,0.0,0.0,,,"2025","12",2025-12-19,,,,,0.0
1174,SO2512-00077,2025-12-20,,2025-12-20,SO,Sales Order,E002,"",C2507014,,"",305000.0,0.00,0.0,0.0,0.0,305000.0,0.0,-305000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1175,TJ2512-00061,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",509760.0,0.00,0.0,0.0,336294.0,509760.0,509760.0,0.0,Tunai,,,4,SO2512-00008,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1176,TJ2512-00062,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",31840.0,0.00,0.0,0.0,11900.0,31840.0,31840.0,0.0,Tunai,,,4,SO2512-00014,0,Keluar,0.0,0.0,,,"2025","12",2025-12-20,,,,,0.0
1177,TJ2512-00063,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",623520.0,0.00,0.0,0.0,423699.5,623520.0,623520.0,0.0,Tunai,,,4,SO2512-00023,0,Keluar,0.0,0.0,,,"2025","12",2025-12-20,,,,,0.0
1178,TJ2512-00064,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",134000.0,0.00,0.0,0.0,59500.0,134000.0,134000.0,0.0,Tunai,,,4,SO2512-00029,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1179,TJ2512-00065,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",151219.0,0.00,0.0,0.0,99198.4,151219.0,151219.0,0.0,Tunai,,,4,SO2512-00037,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1180,TJ2512-00066,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",51200.0,0.00,0.0,0.0,19040.0,51200.0,51200.0,0.0,Tunai,,,4,SO2512-00044,0,Keluar,0.0,0.0,,,"2025","12",2025-12-20,,,,,0.0
1181,TJ2512-00067,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",244000.0,0.00,0.0,0.0,181475.0,244000.0,244000.0,0.0,Tunai,,,4,SO2512-00047,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1182,TJ2512-00068,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",72000.0,0.00,0.0,0.0,53550.0,72000.0,72000.0,0.0,Tunai,,,4,SO2512-00053,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1183,TJ2512-00069,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",245280.0,0.00,0.0,0.0,145977.0,245280.0,245280.0,0.0,Tunai,,,4,SO2512-00057,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1184,TJ2512-00070,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",96000.0,0.00,0.0,0.0,71400.0,96000.0,96000.0,0.0,Tunai,,,4,SO2512-00062,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1185,TJ2512-00071,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",275000.0,0.00,0.0,0.0,0.0,275000.0,275000.0,0.0,Tunai,,,4,SO2512-00066,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1186,TJ2512-00072,,2025-12-20,,TJ,Sales,E002,"",C2507015,,"",3233440.0,0.00,0.0,0.0,130304.0,3233440.0,3233440.0,0.0,Tunai,,,4,SO2512-00075,0,Keluar,0.0,0.0,,,"2025","12",2026-01-19,,,,,0.0
1187,SO2512-00078,2025-12-20,,2025-12-20,SO,Sales Order,E002,"",C2509003,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1188,SO2512-00079,2025-12-20,,2025-12-20,SO,Sales Order,E002,"",C2511001,,"",88000.0,0.00,0.0,0.0,0.0,88000.0,0.0,-88000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1189,TJ2512-00073,,2025-12-20,,TJ,Sales,E002,"",C2511001,,"",88000.0,0.00,0.0,0.0,65450.0,88000.0,88000.0,0.0,Tunai,,,4,SO2512-00079,0,Keluar,0.0,0.0,,,"2025","12",2025-12-20,,,,,0.0
1190,TJ2512-00074,,2025-12-20,,TJ,Sales,E002,"",C2508013,,"",288000.0,0.00,0.0,0.0,214200.0,288000.0,288000.0,0.0,Tunai,,,4,SO2512-00072,0,Keluar,0.0,0.0,,,"2025","12",2025-12-20,,,,,0.0
1191,SO2512-00080,2025-12-20,,2025-12-20,SO,Sales Order,E002,"",C2511001,,"",14400.0,0.00,0.0,0.0,0.0,14400.0,0.0,-14400.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1193,SO2512-00081,2025-12-22,,2025-12-22,SO,Sales Order,E002,"",C2509003,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1194,SO2512-00082,2025-12-23,,2025-12-23,SO,Sales Order,E002,"",C2509003,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1195,SO2512-00083,2025-12-23,,2025-12-23,SO,Sales Order,E002,"",C2507015,,"",100000.0,0.00,0.0,0.0,0.0,100000.0,0.0,-100000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1196,SO2512-00084,2025-12-23,,2025-12-23,SO,Sales Order,E002,"",C2508017,,"",990000.0,0.00,0.0,0.0,0.0,990000.0,0.0,-990000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1197,SO2512-00085,2025-12-23,,2025-12-23,SO,Sales Order,E002,"",C2512011,,"",225000.0,0.00,0.0,0.0,0.0,225000.0,0.0,-225000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1198,TJ2512-00075,,2025-12-23,,TJ,Sales,E002,"",C2512011,,"",225000.0,0.00,0.0,0.0,0.0,225000.0,225000.0,0.0,Tunai,,,4,SO2512-00085,0,Keluar,0.0,0.0,,,"2025","12",2025-12-23,,,,,0.0
1199,SO2512-00086,2025-12-24,,2025-12-24,SO,Sales Order,E002,"",C2509010,,"",128000.0,0.00,0.0,0.0,0.0,128000.0,0.0,-128000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1200,TJ2512-00076,,2025-12-24,,TJ,Sales,E002,"",C2509010,,"",128000.0,0.00,0.0,0.0,23800.0,128000.0,128000.0,0.0,Tunai,,,4,SO2512-00086,0,Keluar,0.0,0.0,,,"2025","12",2025-12-24,,,,,0.0
1201,SO2512-00087,2025-12-26,,2025-12-26,SO,Sales Order,E002,"",C2507015,,"",75000.0,0.00,0.0,0.0,0.0,75000.0,0.0,-75000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1202,SO2512-00088,2025-12-26,,2025-12-26,SO,Sales Order,E002,"",C2510001,,"",168350.0,0.00,0.0,0.0,0.0,168350.0,0.0,-168350.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1203,TJ2512-00077,,2025-12-26,,TJ,Sales,E002,"",C2512008,,"",13552300,0.00,0.0,0.0,112062.5,13552300,8552300.0,0.0,Tunai,,,4,SO2512-00071,0,Keluar,0.0,0.0,,,"2025","12",2025-12-26,,,,,5000000.0
1204,TJ2512-00078,,2025-12-26,,TJ,Sales,E002,"",C2510001,,"",168350.0,0.00,0.0,0.0,46187.1,168350.0,168350.0,0.0,Tunai,,,4,SO2512-00088,0,Keluar,0.0,0.0,,,"2025","12",2025-12-26,,,,,0.0
1205,SO2512-00089,2025-12-27,,2025-12-27,SO,Sales Order,E002,"",C2509006,,"",55440.0,0.00,0.0,0.0,0.0,55440.0,0.0,-55440.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1206,TJ2512-00079,,2025-12-27,,TJ,Sales,E002,"",C2509006,,"",55440.0,0.00,0.0,0.0,0.0,55440.0,55440.0,0.0,Tunai,,,4,SO2512-00089,0,Keluar,0.0,0.0,,,"2025","12",2025-12-27,,,,,0.0
1207,SO2512-00090,2025-12-27,,2025-12-27,SO,Sales Order,E002,"",C2507017,,"",52800.0,0.00,0.0,0.0,0.0,52800.0,0.0,-52800.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1208,SO2512-00091,2025-12-29,,2025-12-29,SO,Sales Order,E002,"",C2507014,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1209,SO2512-00092,2025-12-29,,2025-12-29,SO,Sales Order,E002,"",C2510001,,"",169050.0,0.00,0.0,0.0,0.0,169050.0,0.0,-169050.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1210,SO2512-00093,2025-12-29,,2025-12-29,SO,Sales Order,E002,"",C2507015,,"",32000.0,0.00,0.0,0.0,0.0,32000.0,0.0,-32000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1211,TJ2512-00080,,2025-12-29,,TJ,Sales,E002,"",C2510001,,"",169050.0,0.00,0.0,0.0,60858.0,169050.0,169050.0,0.0,Tunai,,,4,SO2512-00092,0,Keluar,0.0,0.0,,,"2025","12",2025-12-29,,,,,0.0
1212,TJ2512-00081,,2025-12-30,,TJ,Sales,E002,"",C2507015,,"",100000.0,0.00,0.0,0.0,9125.0,100000.0,100000.0,0.0,Tunai,,,4,SO2512-00083,0,Keluar,0.0,0.0,,,"2025","12",2025-12-30,,,,,0.0
1213,TJ2512-00082,,2025-12-30,,TJ,Sales,E002,"",C2507015,,"",75000.0,0.00,0.0,0.0,0.0,75000.0,75000.0,0.0,Tunai,,,4,SO2512-00087,0,Keluar,0.0,0.0,,,"2025","12",2025-12-30,,,,,0.0
1214,TJ2512-00083,,2025-12-30,,TJ,Sales,E002,"",C2507015,,"",32000.0,0.00,0.0,0.0,17850.0,32000.0,32000.0,0.0,Tunai,,,4,SO2512-00093,0,Keluar,0.0,0.0,,,"2025","12",2025-12-30,,,,,0.0
1215,SO2512-00094,2025-12-30,,2025-12-30,SO,Sales Order,E002,"",C2509010,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,0.0,-48000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1216,SO2512-00095,2025-12-30,,2025-12-30,SO,Sales Order,E002,"",C2507015,,"",162000.0,0.00,0.0,0.0,0.0,162000.0,0.0,-162000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1217,SO2512-00096,2025-12-30,,2025-12-30,SO,Sales Order,E002,"",C2512008,,"",7506475.0,0.00,0.0,0.0,0.0,7506475.0,0.0,-7506475.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1218,TJ2512-00084,,2025-12-30,,TJ,Sales,E002,"",C2509010,,"",48000.0,0.00,0.0,0.0,35700.0,48000.0,48000.0,0.0,Tunai,,,4,SO2512-00094,0,Keluar,0.0,0.0,,,"2025","12",2025-12-30,,,,,0.0
1219,SO2512-00097,2025-12-30,,2025-12-30,SO,Sales Order,E002,"",C2507014,,"",55000.0,0.00,0.0,0.0,0.0,55000.0,0.0,-55000.0,,,,4,,0,,0.0,0.0,,,"2025","12",,,,,,0.0
1220,TJ2512-00085,,2025-12-30,,TJ,Sales,E002,"",C2512008,,"",7506475.0,0.00,0.0,0.0,146907.5,7506475.0,7506475.0,0.0,Tunai,,,4,SO2512-00096,0,Keluar,0.0,0.0,,,"2025","12",2025-12-30,,,,,0.0
