"NOTRANS","KODE","NOURUT","KODEBARANG","NAMABARANG","KODESATUAN","JML","HRGBELI","PANJANG","LEBAR","JASADESAIN","BIAYALAIN","HRGJUAL","SATUANJUAL","JMLJUAL","HRGTERJUAL","DISKPERSEN","DISKNILAI","SUBTOTAL","JMLRETUR","KONVERSI","STOKASAL","NAMAPESANAN","URAIAN","KETPESANAN","LOKASIFILE","STATUSCETAK","KODEBAHAN","KODEBAHAN1","KODEBAHAN2","KODEBAHAN3","KODEBAHAN4","KODEBAHAN5","JMLBAHAN1","JMLBAHAN2","JMLBAHAN3","JMLBAHAN4","JMLBAHAN5"
TJ2601-00012,TJ,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,11900.0,1.00,1.00,0.0,0.0,30800.0,MTR,1.00,30800.0,0.00,0.0,0.0,0.00,0.00,0.00,BANER JAMU,"","F280 | MATA AYAM/25CM
80x220",,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00013,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,11900.0,1.00,1.00,0.0,0.0,14000.0,MTR,1.00,14000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER FASHION,"",F280 | MATA AYAM POJOK,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00020,SO,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,71400.0,3.00,2.00,0.0,0.0,14000.0,MTR,1.00,14000.0,0.00,0.0,0.0,0.00,1.00,0.00,BANNER ANNIV 82,"","F280 | AB 3, KK 4","",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00013,TJ,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,71400.0,3.00,2.00,0.0,0.0,14000.0,MTR,1.00,14000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER ANNIV 82,"","F280 | AB 3, KK 4",,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00014,TJ,1,"0504100001",STICKER SANBLAST (IN),MTR,2.00,37200.0,1.00,1.20,0.0,0.0,80000.0,MTR,2.00,80000.0,0.00,0.0,0.0,0.00,0.00,0.00,UNICEF,"",STC SANBLAST,,0,"0504100002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00022,SO,1,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,1.00,1.00,0.0,0.0,60000.0,MTR,1.00,60000.0,0.00,0.0,0.0,0.00,1.00,0.00,STC BOEDOET,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00015,TJ,1,"0504100001",STICKER SANBLAST (IN),MTR,1.00,106020.0,1.20,2.85,0.0,0.0,80000.0,MTR,1.00,80000.0,0.00,0.0,0.0,0.00,0.00,0.00,UNICEF,"",STC SANBLAST,,0,"0504100002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00015,TJ,2,"0504100001",STICKER SANBLAST (IN),MTR,1.00,146940.0,1.20,3.95,0.0,0.0,80000.0,MTR,1.00,80000.0,0.00,0.0,0.0,0.00,0.00,0.00,UNICEF,"",STC SANBLAST,,0,"0504100002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00023,SO,1,"0504100001",STICKER SANBLAST (IN),MTR,1.00,106020.0,1.20,2.85,0.0,0.0,80000.0,MTR,1.00,80000.0,0.00,0.0,0.0,0.00,1.00,0.00,UNICEF,"",STC SANBLAST,"",0,"0504100002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00023,SO,2,"0504100001",STICKER SANBLAST (IN),MTR,1.00,146940.0,1.20,3.95,0.0,0.0,80000.0,MTR,1.00,80000.0,0.00,0.0,0.0,0.00,1.00,0.00,UNICEF,"",STC SANBLAST,"",0,"0504100002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00016,TJ,1,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,1.00,1.00,0.0,0.0,60000.0,MTR,1.00,60000.0,0.00,0.0,0.0,0.00,0.00,0.00,STC BOEDOET,"",STC CREVA LAM DOFF,,0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00027,SO,1,"0106700001",FLEXY BACKLITE CHINA (OUT),MTR,1.00,0.0,1.00,1.00,0.0,0.0,750000.0,MTR,1.00,750000.0,0.00,0.0,0.0,0.00,1.00,0.00,EMADOS NEONBOX,"","BACKLITE 2 SISI 
CETAK + PASANG 
","",0,"0106700002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00025,SO,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,0.0,1.60,0.60,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,CILOK ,"",F280 | MATA AYAM POJOK,"",0,"",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00017,TJ,1,"0104500001",PHOTOPAPER LAM (IN),MTR,5.00,13140.0,0.60,0.60,0.0,0.0,90000.0,MTR,5.00,90000.0,0.00,0.0,0.0,0.00,0.00,0.00,BURUNG,"",PHOTOPAPER LAM DOFF,,0,"0104500002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00018,TJ,1,"0114300001",STICKER + POLYFOAM,PCS,2.00,0.0,1.00,1.00,0.0,0.0,40000.0,PCS,2.00,40000.0,0.00,0.0,0.0,0.00,0.00,0.00,POSTER FOTO,"","POLYFOAM (50X70)
CREVA LAM DOF",,0,"0114300002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00018,TJ,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,11900.0,2.00,0.50,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,JKT WOLTER,"",F280 | MATA AYAM POJOK,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00019,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,23800.0,2.00,1.00,0.0,0.0,20000.0,MTR,1.00,20000.0,0.00,0.0,0.0,0.00,0.00,0.00,UNIV PERTAMINA,"",F280 | MATA AYAM POJOK,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00020,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,97282.5,1.50,5.45,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER OCBC,"",F280 | MATA AYAM AB 4,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00021,TJ,1,"0107300001",X BANNER LUSTER (60X160),PCS,1.00,0.0,1.00,1.00,0.0,0.0,85000.0,PCS,1.00,85000.0,0.00,0.0,0.0,0.00,0.00,0.00,UNIV PEMBANGUNAN,"","SET X BANNER 
LUSTER (60X160)",,0,"0107300002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00022,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,0.0,1.60,0.60,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,CILOK ,"",F280 | MATA AYAM POJOK,,0,"",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00024,SO,1,"0105800001",RU BANNER ALBATROS LAM (60X160),PCS,2.00,134000.0,1.00,1.00,0.0,0.0,210000.0,PCS,2.00,210000.0,0.00,0.0,0.0,0.00,1.00,0.00,UNIV PROKLAMASI,"","SET ROLL UP BANNER
ALBATROS LAM DOF
60X160","",0,"0105800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00026,SO,1,"0503200001",STICKER VINYL RITRAMA LAM (IN),MTR,17.00,33000.0,1.00,1.00,0.0,0.0,22000.0,MTR,17.00,22000.0,0.00,0.0,0.0,0.00,1.00,0.00,BLUE,"","STC RITRAMA LAM DOF
6,5x405","",0,"0503200002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00023,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,3.00,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER PRODIAKON,"",F280 | MATA AYAM AB 3,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00023,TJ,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,71400.0,2.00,3.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER PRODIAKON,"",F280 | MATA AYAM AB 3,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00024,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,11900.0,1.00,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,DIKONTRAKAN,"","F280 | MATA AYAM POJOK
100X50",,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00025,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,13566.0,1.90,0.60,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,AYAM PENYET,"",F280 | MATA AYAM POJOK,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00025,TJ,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,11424.0,1.20,0.80,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,AYAM PENYER,"",F280 | MATA AYAM POJOK,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00025,TJ,3,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,14280.0,1.50,0.80,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,AYAM PENYET,"",F280 | MATA AYAM POJOK,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00026,TJ,1,"0503200001",STICKER VINYL RITRAMA LAM (IN),MTR,17.00,33000.0,1.00,1.00,0.0,0.0,22000.0,MTR,17.00,22000.0,0.00,0.0,0.0,0.00,0.00,0.00,BLUE,"","STC RITRAMA LAM DOF
6,5x405",,0,"0503200002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00028,SO,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,0.0,1.00,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,BANNER SEMPOL,"",F280 | MATA AYAM POJOK,"",0,"",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00027,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,0.0,1.00,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER SEMPOL,"",F280 | MATA AYAM POJOK,,0,"",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00029,SO,1,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.82,0.11,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00029,SO,2,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.35,0.90,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00029,SO,3,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,2.00,0.0,0.48,0.48,0.0,0.0,65000.0,MTR,2.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00028,TJ,1,"0115200004",AG FOAMBOARD A1,PCS,80.00,0.0,1.00,1.00,0.0,0.0,80000.0,PCS,80.00,80000.0,0.00,0.0,0.0,0.00,0.00,0.00,TOUS LES JOURS,"","FOAMBOARD 
CREVA LAM DOFF
STC HOLOGRAM",,0,"0115200005",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00032,SO,1,"0503200001",STICKER VINYL RITRAMA LAM (IN),MTR,95.00,0.0,1.00,1.00,0.0,0.0,22000.0,MTR,95.00,22000.0,0.00,0.0,0.0,0.00,1.00,0.00,COKLAT,"","STC RITRAMA LAM DOFF
6,5x405","",0,"0114300002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00033,SO,1,"0114300001",STICKER + POLYFOAM,PCS,12.00,0.0,1.00,1.00,0.0,0.0,17000.0,PCS,12.00,17000.0,0.00,0.0,0.0,0.00,1.00,0.00,PATCH ME,"","POLYFOAM 2 SISI
CREVA LAM DOFF 34X22","",0,"0114300002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00028,TJ,2,"0115200004",AG FOAMBOARD A1,PCS,80.00,0.0,1.00,1.00,0.0,0.0,70000.0,PCS,80.00,70000.0,0.00,0.0,0.0,0.00,0.00,0.00,KARAKTER TLJ,"","FOAMBOARD 
STC CREVA LAM DOFF",,0,"0115200005",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00029,TJ,1,"0115200004",AG FOAMBOARD A1,PCS,2.00,0.0,1.00,1.00,0.0,0.0,65000.0,PCS,2.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SS GREEN,"","FOAMBOARD 
STC CREVA LAM DOFF",,0,"0115200005",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,1,"0115200001",FOAMBOARD,PCS,3.00,0.0,1.00,1.00,0.0,0.0,25000.0,PCS,3.00,25000.0,0.00,0.0,0.0,0.00,0.00,0.00,GULU JUS SNOWMAN,"","FOAMBOARD (42x32)
STC CREVA LAM DOF",,0,"0115200003",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,2,"0115200006",FOAMBOARD A3,PCS,1.00,0.0,1.00,1.00,0.0,0.0,25000.0,PCS,1.00,25000.0,0.00,0.0,0.0,0.00,0.00,0.00,GULU JUS MENU A3,"","FOAMBOARD A3
STC CREVA LAM DOF",,0,"0115200007",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,3,"0112200001",STICKER VINYL A3 ,PCS,1.00,0.0,1.00,1.00,0.0,0.0,15000.0,PCS,1.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,GULU JUS MENU A3,"",STC CREVA LAM DOFF ,,0,"0112200002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,4,"0116500001",STC VINYL CHINA A4,PCS,2.00,0.0,1.00,1.00,0.0,0.0,5000.0,PCS,2.00,5000.0,0.00,0.0,0.0,0.00,0.00,0.00,NO PET A4,"","STC CREVA LAM DOFF
",,0,"0116500002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,5,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,3.00,0.0,0.95,0.45,0.0,0.0,65000.0,MTR,3.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SS GREEN,"",STC CREVA LAM DOFF,,0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,6,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.79,0.12,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SS GREEN,"",STC CREVA LAM DOFF,,0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00030,SO,1,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,1.30,0.73,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,AYAM GEPREK RNR,"",STC CREVA LAM GLOSSY,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00030,SO,2,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,1.28,0.08,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,AYAM GEPREK RNR,"",STC CREVA LAM GLOSSY,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00030,SO,3,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.80,0.08,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,AYAM GEPREK RNR,"",STC CREVA LAM GLOSSY,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00030,SO,4,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.45,0.23,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,AYAM GEPREK RNR,"",STC CREVA LAM GLOSSY,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00030,SO,5,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,20825.0,2.50,0.70,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,AYAM GEPREK RNR,"",F280 | LIPAT KELILING,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00030,SO,6,"0106400001",FLEXY CHINA 280 (OUT),MTR,2.00,10829.0,1.30,0.70,0.0,0.0,16000.0,MTR,2.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,AYAM GEPREK RNR,"",F280 | POTONG PAS,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,7,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.58,0.24,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SS GREEN,"",STC CREVA LAM DOFF,,0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,8,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.98,0.45,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SS MENU,"",STC CREVA LAM DOFF,,0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00031,SO,1,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.51,0.18,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SS TAYLOR,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00031,SO,2,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.50,0.50,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SS TAYLOR,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00031,SO,3,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.45,0.10,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SS TAYLOR,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00031,SO,4,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.65,0.40,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SS TAYLOR,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00031,SO,5,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,2.00,0.0,1.10,0.50,0.0,0.0,65000.0,MTR,2.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SS CHILLER,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00031,SO,6,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,2.00,0.0,0.50,0.18,0.0,0.0,65000.0,MTR,2.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SS CHILLER,"",STC CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00031,SO,7,"0115200004",AG FOAMBOARD A1,PCS,1.00,0.0,1.00,1.00,0.0,0.0,65000.0,PCS,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SS YOGULATO A1,"","FOAMBOARD 
STC CREVA LAM DOFF","",0,"0115200005",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00031,SO,8,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.95,0.45,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SS DISPENSER,"",STC CRVE LAM DOF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,9,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,1.20,0.31,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SS GREEN,"",STC CREVA LAM DOFF,,0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,10,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,1.67,0.31,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SS GREEN,"",STC CREVA LAM DOFF,,0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00030,TJ,11,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,1.72,0.27,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SS GREEN,"",STC CREVA LAM DOFF,,0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2601-00031,TJ,1,"0503200001",STICKER VINYL RITRAMA LAM (IN),MTR,95.00,0.0,1.00,1.00,0.0,0.0,22000.0,MTR,95.00,22000.0,0.00,0.0,0.0,0.00,0.00,0.00,COKLAT,"","STC RITRAMA LAM DOFF
6,5x405",,0,"0114300002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00034,SO,1,"0115200004",AG FOAMBOARD A1,PCS,6.00,0.0,1.00,1.00,0.0,0.0,65000.0,PCS,6.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SHIGERU A1,"","FOAMBOARD
CREVA LAM DOFF","",0,"0115200005",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00034,SO,2,"0115200001",FOAMBOARD,PCS,6.00,0.0,1.00,1.00,0.0,0.0,5000.0,PCS,6.00,5000.0,0.00,0.0,0.0,0.00,1.00,0.00,SHIGERU,"","FOAMBOARD (18X18)
STC CREVA LAM DOFF","",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00035,SO,1,"0114300001",STICKER + POLYFOAM,PCS,2.00,0.0,1.00,1.00,0.0,0.0,90000.0,PCS,2.00,90000.0,0.00,0.0,0.0,0.00,1.00,0.00,PATCH ME,"","POLYFOAM 100x60
STC CREVA LAM DOF","",0,"0114300002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00035,SO,2,"0114300001",STICKER + POLYFOAM,PCS,2.00,0.0,1.00,1.00,0.0,0.0,100000.0,PCS,2.00,100000.0,0.00,0.0,0.0,0.00,1.00,0.00,PATCH ME,"","POLYFOAM 100x66
STC CREVA LAM DOFF","",0,"0114300002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00035,SO,3,"0114300001",STICKER + POLYFOAM,PCS,2.00,0.0,1.00,1.00,0.0,0.0,80000.0,PCS,2.00,80000.0,0.00,0.0,0.0,0.00,1.00,0.00,PATCH ME ,"","POLYFOAM 100x51
STC CREVA LAM DOFF","",0,"0114300002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00039,SO,1,"0503200001",STICKER VINYL RITRAMA LAM (IN),MTR,1.00,33000.0,1.00,1.00,0.0,0.0,700000.0,MTR,1.00,700000.0,0.00,0.0,0.0,0.00,1.00,0.00,KOPI ANO,"",STC RITRAMA LAM DOF,"",0,"0503200002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00049,SO,1,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.45,0.10,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2602-00008,TJ,1,"0117100001",POLOSAM BACKLITE CHINA,MTR,1.00,0.0,2.00,3.50,0.0,0.0,40000.0,MTR,1.00,40000.0,0.00,0.0,0.0,0.00,0.00,0.00,POLOSAN BACKLITE KOREA,"","",,0,"0117100002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00045,SO,1,"0104300001",ALBATROS LAM (IN),MTR,1.00,25000.0,1.00,1.00,0.0,0.0,85000.0,MTR,1.00,85000.0,0.00,0.0,0.0,0.00,1.00,0.00,TAHU HUHA,"","ALBATROS LAM DOF
60x160","",0,"0104300002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2602-00009,TJ,1,"0104700001",BACKLITE DURATRANS LAM (IN),MTR,2.00,61100.0,1.04,1.25,0.0,0.0,110000.0,MTR,2.00,110000.0,0.00,0.0,0.0,0.00,0.00,0.00,DORA,"","BACKLITE DURATRANS 
LAM DOFF",,0,"0104700002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00049,SO,2,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.52,0.12,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",CREVA LAM DOF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00049,SO,3,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.51,0.18,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",CREVA LAM DOF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00049,SO,4,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.50,0.50,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",CREVA LAM DOFF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00049,SO,5,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.50,0.60,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",CREVA LAM DOF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
SO2601-00049,SO,6,"0116100003",STICKER VINYL CREVA LAM (IN),MTR,1.00,0.0,0.33,0.33,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SOURSALLY,"",CREVA LAM DOF,"",0,"0116100004",,,,,,0.00,0.00,0.00,0.00,0.00
